municipality,office_id,role,local_title,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes
Ashburnham,ashburnham-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,,https://ashburnham-ma.gov/387/Select-Board,https://ashburnham-ma.gov/743/ELECTION-INFO---2026,https://ashburnham-ma.gov/743/ELECTION-INFO---2026,schema-ready,
Ashby,ashby-ma/assessor,Assessor,Assessor,True,,at-large,3,,,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,elected-status-verified-seat-count-unresolved,Official elected/appointed office page confirms elected status and term; total board size unresolved where seats is null.
Ashby,ashby-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,,at-large,3,,,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,elected-status-verified-seat-count-unresolved,Official elected/appointed office page confirms elected status and term; total board size unresolved where seats is null.
Ashby,ashby-ma/cemetery-commissioner,Cemetery Commissioner,Cemetery Commissioner,True,,at-large,3,,,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,elected-status-verified-seat-count-unresolved,Official elected/appointed office page confirms elected status and term; total board size unresolved where seats is null.
Ashby,ashby-ma/moderator,Moderator,Moderator,True,1,at-large,3,,,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,schema-ready,Official elected/appointed office page confirms elected status and term; total board size unresolved where seats is null.
Ashby,ashby-ma/park-commissioner,Park Commissioner,Park Commissioner,True,,at-large,3,,,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,elected-status-verified-seat-count-unresolved,Official elected/appointed office page confirms elected status and term; total board size unresolved where seats is null.
Ashby,ashby-ma/planning-board-member,Planning Board Member,Planning Board Member,True,,at-large,5,,,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,elected-status-verified-seat-count-unresolved,Official elected/appointed office page confirms elected status and term; total board size unresolved where seats is null.
Ashby,ashby-ma/regional-school-district-committee-at-large-member,Regional School District Committee At-Large Member,Regional School District Committee At-Large Member,True,,at-large,3,,,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,elected-status-verified-seat-count-unresolved,Official elected/appointed office page confirms elected status and term; total board size unresolved where seats is null.
Ashby,ashby-ma/regional-school-district-committee-member,Regional School District Committee Member,Regional School District Committee Member,True,,at-large,3,,,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,elected-status-verified-seat-count-unresolved,Official elected/appointed office page confirms elected status and term; total board size unresolved where seats is null.
Ashby,ashby-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,,https://www.ashbyma.gov/departments/selectboard/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,schema-ready,
Ashby,ashby-ma/town-clerk,Town Clerk,Town Clerk,True,1,at-large,3,,,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,schema-ready,Official elected/appointed office page confirms elected status and term; total board size unresolved where seats is null.
Ashby,ashby-ma/treasurer,Treasurer,Treasurer,True,1,at-large,3,,,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/departments/town-clerk/elected-appointed-offices/,https://www.ashbyma.gov/,schema-ready,Official elected/appointed office page confirms elected status and term; total board size unresolved where seats is null.
Ashfield,ashfield-ma/assessor,Assessor,Assessor,True,3,at-large,,,,https://www.ashfield.org/2148/Board-of-Assessors,https://www.ashfield.org/2379/Elections-Voting,,schema-ready,
Ashfield,ashfield-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,,,,https://ashfield.org/2153/Board-of-Health,https://www.ashfield.org/2379/Elections-Voting,,schema-ready,Current member list supports three-member composition; elected status still should be tied to the controlling local/general-law source in a later legal-normalization pass.
Ashfield,ashfield-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,,,,https://www.ashfield.org/2155/Planning-Board,https://www.ashfield.org/2379/Elections-Voting,,schema-ready,
Ashfield,ashfield-ma/select-board-member,Select Board Member,Select Board Member,True,3,at-large,3,True,,https://www.ashfield.org/2151/Select-Board,https://www.ashfield.org/2379/Elections-Voting,,schema-ready,
Ashland,ashland-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,,https://ecode360.com/34030918,,,schema-ready,
Ashland,ashland-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,5,at-large,3,True,,https://ecode360.com/34030918,,,schema-ready,
Ashland,ashland-ma/housing-authority-member,Housing Authority Member,Housing Authority Member,True,4,at-large,5,True,,https://ecode360.com/34030917,,,schema-ready,Housing Authority has five total members; four are elected and the fifth is appointed under state law.
Ashland,ashland-ma/library-trustee,Library Trustee,Library Trustee,True,5,at-large,3,True,,https://ecode360.com/34030917,,,schema-ready,
Ashland,ashland-ma/moderator,Moderator,Moderator,True,1,at-large,3,False,,https://ecode360.com/34030918,,,schema-ready,
Ashland,ashland-ma/planning-board-member,Planning Board Member,Planning Board Member,True,5,at-large,5,True,,https://ecode360.com/34030918,,,schema-ready,
Ashland,ashland-ma/school-committee-member,School Committee Member,School Committee Member,True,5,at-large,3,True,,https://ecode360.com/34030925,,,schema-ready,
Ashland,ashland-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://ecode360.com/34030918,,,schema-ready,
Athol,athol-ma/moderator,Moderator,Moderator,True,1,at-large,,,,https://www.athol-ma.gov/m/newsflash/Home/Detail/27?arc=51,https://www.athol-ma.gov/494/Election-Information,https://www.athol-ma.gov/m/newsflash/Home/Detail/27?arc=51,schema-ready,
Athol,athol-ma/regional-school-committee-member,Regional School Committee Member,Regional School Committee Member,True,,district,3,,,https://www.athol-ma.gov/m/newsflash/Home/Detail/27?arc=51,https://www.athol-ma.gov/494/Election-Information,https://www.athol-ma.gov/m/newsflash/Home/Detail/27?arc=51,elected-status-verified-seat-count-unresolved,2026 official results show Athol and Royalston-specific school committee seats; total allocation requires district-agreement normalization.
Athol,athol-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://www.athol-ma.gov/340/Town-Charter,https://www.athol-ma.gov/494/Election-Information,https://www.athol-ma.gov/m/newsflash/Home/Detail/27?arc=51,schema-ready,
Attleboro,attleboro-ma/city-clerk,City Clerk,City Clerk,True,1,at-large,,False,,https://www.cityofattleboro.us/1862/Elected-Officials,,,schema-ready,Council: 5 at-large + 6 ward. School Committee: 3 at-large + 6 ward. Creation authority still needs charter/special-act citation.
Attleboro,attleboro-ma/city-collector,City Collector,City Collector,True,1,at-large,,False,,https://www.cityofattleboro.us/1862/Elected-Officials,,,schema-ready,Council: 5 at-large + 6 ward. School Committee: 3 at-large + 6 ward. Creation authority still needs charter/special-act citation.
Attleboro,attleboro-ma/city-council-member,City Council Member,City Council Member,True,11,mixed,,,,https://www.cityofattleboro.us/1862/Elected-Officials,,,schema-ready,Council: 5 at-large + 6 ward. School Committee: 3 at-large + 6 ward. Creation authority still needs charter/special-act citation.
Attleboro,attleboro-ma/city-treasurer,City Treasurer,City Treasurer,True,1,at-large,,False,,https://www.cityofattleboro.us/1862/Elected-Officials,,,schema-ready,Council: 5 at-large + 6 ward. School Committee: 3 at-large + 6 ward. Creation authority still needs charter/special-act citation.
Attleboro,attleboro-ma/mayor,Mayor,Mayor,True,1,at-large,,False,,https://www.cityofattleboro.us/1862/Elected-Officials,,,schema-ready,Council: 5 at-large + 6 ward. School Committee: 3 at-large + 6 ward. Creation authority still needs charter/special-act citation.
Attleboro,attleboro-ma/school-committee-member,School Committee Member,School Committee Member,True,9,mixed,,,,https://www.cityofattleboro.us/1862/Elected-Officials,,,schema-ready,Council: 5 at-large + 6 ward. School Committee: 3 at-large + 6 ward. Creation authority still needs charter/special-act citation.
Auburn,auburn-ma/select-board-member,Select Board Member,Select Board Member,True,5,at-large,3,True,,https://www.auburnma.gov/283/Select-Board,https://www.auburnma.gov/256/Voting-Elections,https://www.auburnma.gov/Archive.aspx?AMID=41,schema-ready,Other elected offices remain to be extracted from Auburn's charter/local elected-official PDF; only the Select Board is schema-ready in this pass.
Avon,avon-ma/assessor,Assessor,Assessor,True,3,at-large,3,True,,https://www.avon-ma.gov/1741/Board-of-Assessors,https://www.avon-ma.gov/1863/Voting-Elections,https://www.avon-ma.gov/DocumentCenter/View/7711/April-14-2026-Local-Election,schema-ready,"Official board page states three elected assessors, staggered so one is elected each year."
Avon,avon-ma/board-of-health-member,Board of Health Member,Board of Health Member,True,3,at-large,3,True,,https://www.avon-ma.gov/1740/Board-of-Health,https://www.avon-ma.gov/1863/Voting-Elections,https://www.avon-ma.gov/DocumentCenter/View/7711/April-14-2026-Local-Election,schema-ready,Official board page expressly states three elected members serving three-year terms.
Avon,avon-ma/constable,Constable,Constable,True,,at-large,3,,,https://www.avon-ma.gov/DocumentCenter/View/7711/April-14-2026-Local-Election,https://www.avon-ma.gov/1863/Voting-Elections,https://www.avon-ma.gov/DocumentCenter/View/7711/April-14-2026-Local-Election,elected-status-verified-seat-count-unresolved,"2026 official result shows a three-year Constable contest, vote for two; total number of constable positions remains unresolved."
Avon,avon-ma/library-trustee,Library Trustee,Library Trustee,True,3,at-large,3,True,,https://www.avon-ma.gov/1779/Library-Trustees,https://www.avon-ma.gov/1863/Voting-Elections,https://www.avon-ma.gov/DocumentCenter/View/7711/April-14-2026-Local-Election,schema-ready,Official page expressly states a three-member elected board with staggered three-year terms.
Avon,avon-ma/park-and-recreation-member,Park and Recreation Member,Park and Recreation Member,True,,at-large,3,,,https://www.avon-ma.gov/DocumentCenter/View/7711/April-14-2026-Local-Election,https://www.avon-ma.gov/1863/Voting-Elections,https://www.avon-ma.gov/DocumentCenter/View/7711/April-14-2026-Local-Election,elected-status-verified-seat-count-unresolved,"2026 official result shows a three-year Parks and Recreation contest, vote for two; total board composition remains unresolved."
